SEQUENCE1,SEQUENCE2,SEQUENCE3,SEQUENCE4,ORG,OBJ,PROJECT,ACCOUNT,ACCOUNT DESCRIPTION,TYPE,ORIGINAL APPROP,,,,,
1000,80,8045,510100,10808020,510100,,1000-80-80-8045-805440-000000-000-510100-,Salaries & Wages - Regular,E,0,,,,,
1000,80,8045,510100,10808030,510100,,1000-80-80-8045-804770-804012-000-510100-,Salaries & Wages - Regular,E,"617,977",,,,,
1000,80,8045,510100,10808050,510100,,1000-80-80-8045-805440-804012-000-510100-,Salaries & Wages - Regular,E,"92,521",,,,,
1000,80,8045,510140,10808010,510140,,1000-80-80-8045-804770-000000-000-510140-,Overtime,E,0,,,,,
1000,80,8045,510140,10808020,510140,,1000-80-80-8045-805440-000000-000-510140-,Overtime,E,0,,,,,
1000,80,8045,510140,10808030,510140,,1000-80-80-8045-804770-804012-000-510140-,Overtime,E,"30,000",,,,,
1000,80,8045,510140,10808050,510140,,1000-80-80-8045-805440-804012-000-510140-,Overtime,E,"7,000",,,,,
1000,80,8045,510195,10808030,510195,,1000-80-80-8045-804770-804012-000-510195-,Employee Merit Pay,E,"15,553",,,,,
1000,80,8045,510195,10808050,510195,,1000-80-80-8045-805440-804012-000-510195-,Employee Merit Pay,E,"2,733",,,,,
1000,80,8045,515130,10808010,515130,,1000-80-80-8045-804770-000000-000-515130-,Social Security Tax,E,0,,,,,
1000,80,8045,515130,10808020,515130,,1000-80-80-8045-805440-000000-000-515130-,Social Security Tax,E,0,,,,,
1000,80,8045,515130,10808030,515130,,1000-80-80-8045-804770-804012-000-515130-,Social Security Tax,E,"48,465",,,,,
1000,80,8045,515130,10808050,515130,,1000-80-80-8045-805440-804012-000-515130-,Social Security Tax,E,"7,287",,,,,
1000,80,8045,515140,10808010,515140,,1000-80-80-8045-804770-000000-000-515140-,Empl Retirement Expns,E,0,,,,,
1000,80,8045,515140,10808020,515140,,1000-80-80-8045-805440-000000-000-515140-,Empl Retirement Expns,E,0,,,,,
1000,80,8045,515140,10808030,515140,,1000-80-80-8045-804770-804012-000-515140-,Empl Retirement Expns,E,"45,424",,,,,
1000,80,8045,515140,10808050,515140,,1000-80-80-8045-805440-804012-000-515140-,Empl Retirement Expns,E,"6,830",,,,,
1000,80,8045,515150,10808030,515150,,1000-80-80-8045-804770-804012-000-515150-,Empl Insurance Premium,E,"77,844",,,,,
1000,80,8045,515150,10808050,515150,,1000-80-80-8045-805440-804012-000-515150-,Empl Insurance Premium,E,"19,461",,,,,
1000,80,8045,515190,10808010,515190,,1000-80-80-8045-804770-000000-000-515190-,401K Retirement,E,0,,,,,
1000,80,8045,515190,10808020,515190,,1000-80-80-8045-805440-000000-000-515190-,401K Retirement,E,0,,,,,
1000,80,8045,515190,10808030,515190,,1000-80-80-8045-804770-804012-000-515190-,401K Retirement,E,"19,006",,,,,
1000,80,8045,515190,10808050,515190,,1000-80-80-8045-805440-804012-000-515190-,401K Retirement,E,"2,858",,,,,
1000,80,8045,520020,10808030,520020,,1000-80-80-8045-804770-804012-000-520020-,ISP Workmens Compensation,E,"6,753",,,,,
1000,80,8045,520020,10808040,520020,,1000-80-80-8045-805437-804010-000-520020-,ISP Workmens Compensation,E,124,,,,,
1000,80,8045,520020,10808050,520020,,1000-80-80-8045-805440-804012-000-520020-,ISP Workmens Compensation,E,124,,,,,
1000,80,8045,520030,10808030,520030,,1000-80-80-8045-804770-804012-000-520030-,Uniforms-Prot Clothing,E,"1,000",,,,,
1000,80,8045,520030,10808050,520030,,1000-80-80-8045-805440-804012-000-520030-,Uniforms-Prot Clothing,E,900,,,,,
1000,80,8045,520050,10808030,520050,,1000-80-80-8045-804770-804012-000-520050-,Auto & Othr Allowances,E,"1,100",,,,,
1000,80,8045,520110,10808030,520110,,1000-80-80-8045-804770-804012-000-520110-,M&R Equipment,E,"164,302",,,,,
1000,80,8045,520110,10808040,520110,,1000-80-80-8045-805437-804010-000-520110-,M&R Equipment,E,"12,041",,,,,
1000,80,8045,520110,10808050,520110,,1000-80-80-8045-805440-804012-000-520110-,M&R Equipment,E,"2,777",,,,,
1000,80,8045,520120,10808030,520120,,1000-80-80-8045-804770-804012-000-520120-,M&R-Buildings,E,"129,150",,,,,
1000,80,8045,520120,10808040,520120,,1000-80-80-8045-805437-804010-000-520120-,M&R-Buildings,E,"20,000",,,,,
1000,80,8045,520130,10808030,520130,,1000-80-80-8045-804770-804012-000-520130-,ISP M&R-Bldg Renov and Cons,E,0,,,,,
1000,80,8045,520140,10808030,520140,,1000-80-80-8045-804770-804012-000-520140-,ISP M&R-Land & Water Areas,E,"13,483",,,,,
1000,80,8045,520140,10808040,520140,,1000-80-80-8045-805437-804010-000-520140-,ISP M&R-Land & Water Areas,E,"16,777",,,,,
1000,80,8045,520190,10808030,520190,,1000-80-80-8045-804770-804012-000-520190-,M&R-Other,E,"8,000",,,,,
1000,80,8045,520200,10808050,520200,,1000-80-80-8045-805440-804012-000-520200-,Purchase For Resale,E,"357,332",,,,,
1000,80,8045,520530,10808030,520530,,1000-80-80-8045-804770-804012-000-520530-,Fees-Architectural,E,"2,500",,,,,
1000,80,8045,520530,10808040,520530,,1000-80-80-8045-805437-804010-000-520530-,Fees-Architectural,E,"1,000",,,,,
1000,80,8045,520570,10808030,520570,,1000-80-80-8045-804770-804012-000-520570-,Laundry & Cleaning,E,"4,000",,,,,
1000,80,8045,520570,10808050,520570,,1000-80-80-8045-805440-804012-000-520570-,Laundry & Cleaning,E,"1,200",,,,,
1000,80,8045,521900,10808030,521900,,1000-80-80-8045-804770-804012-000-521900-,Fees - Other,E,"122,975",,,,,
1000,80,8045,521910,10808030,521910,,1000-80-80-8045-804770-804012-000-521910-,Misc Contractual Services,E,"1,072,000",,,,,
1000,80,8045,521910,10808040,521910,,1000-80-80-8045-805437-804010-000-521910-,Misc Contractual Services,E,"86,260",,,,,
1000,80,8045,521910,10808050,521910,,1000-80-80-8045-805440-804012-000-521910-,Misc Contractual Services,E,"1,100",,,,,
1000,80,8045,522000,10808030,522000,,1000-80-80-8045-804770-804012-000-522000-,Motor Fuels & Lubrcnts,E,"3,188",,,,,
1000,80,8045,522000,10808050,522000,,1000-80-80-8045-805440-804012-000-522000-,Motor Fuels & Lubrcnts,E,"6,100",,,,,
1000,80,8045,522210,10808030,522210,,1000-80-80-8045-804770-804012-000-522210-,Specialty Departmental Supplie,E,"23,525",,,,,
1000,80,8045,522220,10808030,522220,,1000-80-80-8045-804770-804012-000-522220-,Equipment Maintenance,E,"44,000",,,,,
1000,80,8045,522220,10808040,522220,,1000-80-80-8045-805437-804010-000-522220-,Equipment Maintenance,E,"4,000",,,,,
1000,80,8045,522230,10808030,522230,,1000-80-80-8045-804770-804012-000-522230-,Sm Tools & Expnd Eqpt,E,"12,000",,,,,
1000,80,8045,522230,10808050,522230,,1000-80-80-8045-805440-804012-000-522230-,Sm Tools & Expnd Eqpt,E,700,,,,,
1000,80,8045,522240,10808030,522240,,1000-80-80-8045-804770-804012-000-522240-,Office Supplies,E,"5,000",,,,,
1000,80,8045,522240,10808050,522240,,1000-80-80-8045-805440-804012-000-522240-,Office Supplies,E,"3,700",,,,,
1000,80,8045,522250,10808030,522250,,1000-80-80-8045-804770-804012-000-522250-,Technology Services,E,"3,000",,,,,
1000,80,8045,522500,10808030,522500,,1000-80-80-8045-804770-804012-000-522500-,Telecommunications,E,"14,890",,,,,
1000,80,8045,522500,10808040,522500,,1000-80-80-8045-805437-804010-000-522500-,Telecommunications,E,423,,,,,
1000,80,8045,522500,10808050,522500,,1000-80-80-8045-805440-804012-000-522500-,Telecommunications,E,"2,900",,,,,
1000,80,8045,522510,10808030,522510,,1000-80-80-8045-804770-804012-000-522510-,ISP Telecommunications,E,"10,519",,,,,
1000,80,8045,522510,10808040,522510,,1000-80-80-8045-805437-804010-000-522510-,ISP Telecommunications,E,492,,,,,
1000,80,8045,522510,10808050,522510,,1000-80-80-8045-805440-804012-000-522510-,ISP Telecommunications,E,813,,,,,
1000,80,8045,522520,10808030,522520,,1000-80-80-8045-804770-804012-000-522520-,Utilities,E,"631,500",,,,,
1000,80,8045,522520,10808040,522520,,1000-80-80-8045-805437-804010-000-522520-,Utilities,E,"79,380",,,,,
1000,80,8045,523000,10808030,523000,,1000-80-80-8045-804770-804012-000-523000-,ISP Insurance Premiums,E,"70,741",,,,,
1000,80,8045,523000,10808040,523000,,1000-80-80-8045-805437-804010-000-523000-,ISP Insurance Premiums,E,"1,304",,,,,
1000,80,8045,523000,10808050,523000,,1000-80-80-8045-805440-804012-000-523000-,ISP Insurance Premiums,E,"1,304",,,,,
1000,80,8045,523010,10808030,523010,,1000-80-80-8045-804770-804012-000-523010-,ISP Insurance Administration,E,"10,762",,,,,
1000,80,8045,523010,10808040,523010,,1000-80-80-8045-805437-804010-000-523010-,ISP Insurance Administration,E,198,,,,,
1000,80,8045,523010,10808050,523010,,1000-80-80-8045-805440-804012-000-523010-,ISP Insurance Administration,E,198,,,,,
1000,80,8045,523500,10808030,523500,,1000-80-80-8045-804770-804012-000-523500-,Licenses And Taxes,E,"2,420",,,,,
1000,80,8045,523500,10808040,523500,,1000-80-80-8045-805437-804010-000-523500-,Licenses And Taxes,E,400,,,,,
1000,80,8045,524020,10808050,524020,,1000-80-80-8045-805440-804012-000-524020-,Rental Of Equipment,E,"18,127",,,,,
1000,80,8045,529000,10808030,529000,,1000-80-80-8045-804770-804012-000-529000-,Travel & Meetings,E,"3,000",,,,,
1000,80,8045,529020,10808030,529020,,1000-80-80-8045-804770-804012-000-529020-,Training Conf & Meetings,E,"6,000",,,,,
1000,80,8045,529020,10808050,529020,,1000-80-80-8045-805440-804012-000-529020-,Training Conf & Meetings,E,200,,,,,
1000,80,8045,529030,10808010,529030,,1000-80-80-8045-804770-000000-000-529030-,Postage,E,0,,,,,
1000,80,8045,529030,10808030,529030,,1000-80-80-8045-804770-804012-000-529030-,Postage,E,100,,,,,
1000,80,8045,529030,10808050,529030,,1000-80-80-8045-805440-804012-000-529030-,Postage,E,25,,,,,
1000,80,8045,529040,10808030,529040,,1000-80-80-8045-804770-804012-000-529040-,Printing & Publishing,E,"4,000",,,,,
1000,80,8045,529050,10808030,529050,,1000-80-80-8045-804770-804012-000-529050-,"Dues,Subscr, & Prof Lic",E,"2,100",,,,,
1000,80,8045,529999,10808010,529999,,1000-80-80-8045-804770-000000-000-529999-,Pcard expense - unallocated,E,0,,,,,
1000,80,8045,530250,10808010,530250,,1000-80-80-8045-804770-000000-000-530250-,Building Improvement,E,0,,,,,
1000,80,8045,530250,10808030,530250,,1000-80-80-8045-804770-804012-000-530250-,Building Improvement,E,"142,500",,,,,
1000,80,8045,530250,10808040,530250,,1000-80-80-8045-805437-804010-000-530250-,Building Improvement,E,"100,000",,,,,
1000,80,8045,560100,10808030,560100,,1000-80-80-8045-804770-804012-000-560100-,Departmental Charges,E,"2,512,962",,,,,
1000,80,8045,560100,10808040,560100,,1000-80-80-8045-805437-804010-000-560100-,Departmental Charges,E,"322,399",,,,,
1000,80,8045,560100,10808050,560100,,1000-80-80-8045-805440-804012-000-560100-,Departmental Charges,E,"536,190",,,,,
1000,80,8045,570200,10808030,570200,,1000-80-80-8045-804770-804012-000-570200-,Unexpendable Appropriations,E,"41,000",,,,,
1000,80,8050,510100,10008130,510100,,1000-80-80-8050-904018-805017-000-510100-,Salaries & Wages - Regular,E,"105,050",,,,,
1000,80,8050,510140,10008130,510140,,1000-80-80-8050-904018-805017-000-510140-,Overtime,E,0,,,,,
1000,80,8050,510195,10008130,510195,,1000-80-80-8050-904018-805017-000-510195-,Employee Merit Pay,E,"2,886",,,,,
1000,80,8050,515130,10008130,515130,,1000-80-80-8050-904018-805017-000-515130-,Social Security Tax,E,"8,257",,,,,
1000,80,8050,515140,10008130,515140,,1000-80-80-8050-904018-805017-000-515140-,Empl Retirement Expns,E,"7,739",,,,,
1000,80,8050,515150,10008130,515150,,1000-80-80-8050-904018-805017-000-515150-,Empl Insurance Premium,E,"12,974",,,,,
1000,80,8050,515190,10008130,515190,,1000-80-80-8050-904018-805017-000-515190-,401K Retirement,E,"3,238",,,,,
1000,80,8050,520040,10008130,520040,,1000-80-80-8050-904018-805017-000-520040-,Rental of Uniforms,E,825,,,,,
1000,80,8050,520100,10008120,520100,,1000-80-80-8050-904018-805012-000-520100-,Maintenance Materials & Suppli,E,"10,500",,,,,
1000,80,8050,520100,10008130,520100,,1000-80-80-8050-904018-805017-000-520100-,Maintenance Materials & Suppli,E,"5,488",,,,,
1000,80,8050,520100,10008140,520100,,1000-80-80-8050-904018-805020-000-520100-,Maintenance Materials & Suppli,E,"3,100",,,,,
1000,80,8050,520100,10008150,520100,,1000-80-80-8050-904018-805022-000-520100-,Maintenance Materials & Suppli,E,"12,000",,,,,
1000,80,8050,520100,10008160,520100,,1000-80-80-8050-904018-805024-000-520100-,Maintenance Materials & Suppli,E,"3,380",,,,,
1000,80,8050,520100,10008170,520100,,1000-80-80-8050-904018-805025-000-520100-,Maintenance Materials & Suppli,E,"6,100",,,,,
1000,80,8050,520100,10008180,520100,,1000-80-80-8050-904018-805026-000-520100-,Maintenance Materials & Suppli,E,"11,835",,,,,
1000,80,8050,520110,10008120,520110,,1000-80-80-8050-904018-805012-000-520110-,M&R Equipment,E,0,,,,,
1000,80,8050,520110,10008140,520110,,1000-80-80-8050-904018-805020-000-520110-,M&R Equipment,E,"1,000",,,,,
1000,80,8050,520110,10008150,520110,,1000-80-80-8050-904018-805022-000-520110-,M&R Equipment,E,"8,232",,,,,
1000,80,8050,520110,10008160,520110,,1000-80-80-8050-904018-805024-000-520110-,M&R Equipment,E,"13,680",,,,,
1000,80,8050,520110,10008170,520110,,1000-80-80-8050-904018-805025-000-520110-,M&R Equipment,E,"6,728",,,,,
1000,80,8050,520120,10008120,520120,,1000-80-80-8050-904018-805012-000-520120-,M&R-Buildings,E,"40,113",,,,,
1000,80,8050,520120,10008130,520120,,1000-80-80-8050-904018-805017-000-520120-,M&R-Buildings,E,"17,131",,,,,
1000,80,8050,520120,10008140,520120,,1000-80-80-8050-904018-805020-000-520120-,M&R-Buildings,E,"61,431",,,,,
1000,80,8050,520120,10008150,520120,,1000-80-80-8050-904018-805022-000-520120-,M&R-Buildings,E,"110,512",,,,,
1000,80,8050,520120,10008160,520120,,1000-80-80-8050-904018-805024-000-520120-,M&R-Buildings,E,"59,605",,,,,
1000,80,8050,520120,10008170,520120,,1000-80-80-8050-904018-805025-000-520120-,M&R-Buildings,E,"148,080",,,,,
1000,80,8050,520120,10008180,520120,,1000-80-80-8050-904018-805026-000-520120-,M&R-Buildings,E,"7,985",,,,,
1000,80,8050,520130,10008120,520130,,1000-80-80-8050-904018-805012-000-520130-,ISP M&R-Bldg Renov and Cons,E,"21,458",,,,,
1000,80,8050,520130,10008130,520130,,1000-80-80-8050-904018-805017-000-520130-,ISP M&R-Bldg Renov and Cons,E,"196,518",,,,,
1000,80,8050,520130,10008140,520130,,1000-80-80-8050-904018-805020-000-520130-,ISP M&R-Bldg Renov and Cons,E,"64,669",,,,,
1000,80,8050,520130,10008150,520130,,1000-80-80-8050-904018-805022-000-520130-,ISP M&R-Bldg Renov and Cons,E,"96,011",,,,,
1000,80,8050,520130,10008160,520130,,1000-80-80-8050-904018-805024-000-520130-,ISP M&R-Bldg Renov and Cons,E,"12,737",,,,,
1000,80,8050,520130,10008170,520130,,1000-80-80-8050-904018-805025-000-520130-,ISP M&R-Bldg Renov and Cons,E,"71,588",,,,,
1000,80,8050,520210,10008130,520210,,1000-80-80-8050-904018-805017-000-520210-,Advertising,E,135,,,,,
1000,80,8050,520220,10008150,520220,,1000-80-80-8050-904018-805022-000-520220-,Prof & Technical Services,E,0,,,,,
1000,80,8050,520760,10008130,520760,,1000-80-80-8050-904018-805017-000-520760-,Security Services,E,0,,,,,
1000,80,8050,521900,10008130,521900,,1000-80-80-8050-904018-805017-000-521900-,Fees - Other,E,"2,953",,,,,
1000,80,8050,521900,10008140,521900,,1000-80-80-8050-904018-805020-000-521900-,Fees - Other,E,"1,500",,,,,
1000,80,8050,521900,10008150,521900,,1000-80-80-8050-904018-805022-000-521900-,Fees - Other,E,"7,668",,,,,
1000,80,8050,521900,10008170,521900,,1000-80-80-8050-904018-805025-000-521900-,Fees - Other,E,"98,708",,,,,
1000,80,8050,521910,10008120,521910,,1000-80-80-8050-904018-805012-000-521910-,Misc Contractual Services,E,"8,982",,,,,
1000,80,8050,521910,10008130,521910,,1000-80-80-8050-904018-805017-000-521910-,Misc Contractual Services,E,"40,000",,,,,
1000,80,8050,521910,10008140,521910,,1000-80-80-8050-904018-805020-000-521910-,Misc Contractual Services,E,"52,473",,,,,
1000,80,8050,521910,10008150,521910,,1000-80-80-8050-904018-805022-000-521910-,Misc Contractual Services,E,"6,986",,,,,
1000,80,8050,521910,10008160,521910,,1000-80-80-8050-904018-805024-000-521910-,Misc Contractual Services,E,"17,091",,,,,
1000,80,8050,521910,10008170,521910,,1000-80-80-8050-904018-805025-000-521910-,Misc Contractual Services,E,"166,938",,,,,
1000,80,8050,521910,10008180,521910,,1000-80-80-8050-904018-805026-000-521910-,Misc Contractual Services,E,"118,107",,,,,
1000,80,8050,522000,10008130,522000,,1000-80-80-8050-904018-805017-000-522000-,Motor Fuels & Lubrcnts,E,"1,200",,,,,
1000,80,8050,522220,10008120,522220,,1000-80-80-8050-904018-805012-000-522220-,Equipment Maintenance,E,"16,000",,,,,
1000,80,8050,522220,10008130,522220,,1000-80-80-8050-904018-805017-000-522220-,Equipment Maintenance,E,"43,200",,,,,
1000,80,8050,522220,10008140,522220,,1000-80-80-8050-904018-805020-000-522220-,Equipment Maintenance,E,"8,680",,,,,
1000,80,8050,522220,10008150,522220,,1000-80-80-8050-904018-805022-000-522220-,Equipment Maintenance,E,"17,000",,,,,
1000,80,8050,522220,10008160,522220,,1000-80-80-8050-904018-805024-000-522220-,Equipment Maintenance,E,"6,047",,,,,
1000,80,8050,522220,10008170,522220,,1000-80-80-8050-904018-805025-000-522220-,Equipment Maintenance,E,"18,992",,,,,
1000,80,8050,522220,10008180,522220,,1000-80-80-8050-904018-805026-000-522220-,Equipment Maintenance,E,"25,714",,,,,
1000,80,8050,522230,10008120,522230,,1000-80-80-8050-904018-805012-000-522230-,Sm Tools & Expnd Eqpt,E,0,,,,,
1000,80,8050,522500,10008120,522500,,1000-80-80-8050-904018-805012-000-522500-,Telecommunications,E,"2,500",,,,,
1000,80,8050,522500,10008130,522500,,1000-80-80-8050-904018-805017-000-522500-,Telecommunications,E,"1,620",,,,,
1000,80,8050,522510,10008130,522510,,1000-80-80-8050-904018-805017-000-522510-,ISP Telecommunications,E,36,,,,,
1000,80,8050,522520,10008130,522520,,1000-80-80-8050-904018-805017-000-522520-,Utilities,E,"25,000",,,,,
1000,80,8050,522520,10008160,522520,,1000-80-80-8050-904018-805024-000-522520-,Utilities,E,"70,000",,,,,
1000,80,8050,524020,10008130,524020,,1000-80-80-8050-904018-805017-000-524020-,Rental Of Equipment,E,"5,625",,,,,
1000,80,8050,524020,10008160,524020,,1000-80-80-8050-904018-805024-000-524020-,Rental Of Equipment,E,200,,,,,
1000,80,8050,524020,10008180,524020,,1000-80-80-8050-904018-805026-000-524020-,Rental Of Equipment,E,885,,,,,
1000,80,8060,510100,10008190,510100,,1000-80-80-8060-000000-000000-000-510100-,Salaries & Wages - Regular,E,"2,335,677",,,,,
1000,80,8060,510100,10008200,510100,,1000-80-80-8060-800810-000000-000-510100-,Salaries & Wages - Regular,E,"322,198",,,,,
1000,80,8060,510140,10008190,510140,,1000-80-80-8060-000000-000000-000-510140-,Overtime,E,"15,000",,,,,
1000,80,8060,510140,10008200,510140,,1000-80-80-8060-800810-000000-000-510140-,Overtime,E,0,,,,,
1000,80,8060,510150,10008190,510150,,1000-80-80-8060-000000-000000-000-510150-,Salary & Wage - Temp,E,0,,,,,
1000,80,8060,510195,10008190,510195,,1000-80-80-8060-000000-000000-000-510195-,Employee Merit Pay,E,"45,688",,,,,
1000,80,8060,510195,10008200,510195,,1000-80-80-8060-800810-000000-000-510195-,Employee Merit Pay,E,"5,766",,,,,
1000,80,8060,515130,10008190,515130,,1000-80-80-8060-000000-000000-000-515130-,Social Security Tax,E,"182,212",,,,,
1000,80,8060,515130,10008200,515130,,1000-80-80-8060-800810-000000-000-515130-,Social Security Tax,E,"25,178",,,,,
1000,80,8060,515140,10008190,515140,,1000-80-80-8060-000000-000000-000-515140-,Empl Retirement Expns,E,"170,942",,,,,
1000,80,8060,515140,10008200,515140,,1000-80-80-8060-800810-000000-000-515140-,Empl Retirement Expns,E,"23,515",,,,,
1000,80,8060,515150,10008190,515150,,1000-80-80-8060-000000-000000-000-515150-,Empl Insurance Premium,E,"324,859",,,,,
1000,80,8060,515150,10008200,515150,,1000-80-80-8060-800810-000000-000-515150-,Empl Insurance Premium,E,"51,896",,,,,
1000,80,8060,515190,10008190,515190,,1000-80-80-8060-000000-000000-000-515190-,401K Retirement,E,"71,441",,,,,
1000,80,8060,515190,10008200,515190,,1000-80-80-8060-800810-000000-000-515190-,401K Retirement,E,"9,839",,,,,
1000,80,8060,515200,10008190,515200,,1000-80-80-8060-000000-000000-000-515200-,Othr Empl Fringe Bnfts,E,482,,,,,
1000,80,8060,515200,10008200,515200,,1000-80-80-8060-800810-000000-000-515200-,Othr Empl Fringe Bnfts,E,"1,159",,,,,
1000,80,8060,520020,10008190,520020,,1000-80-80-8060-000000-000000-000-520020-,ISP Workmens Compensation,E,"20,818",,,,,
1000,80,8060,520020,10008200,520020,,1000-80-80-8060-800810-000000-000-520020-,ISP Workmens Compensation,E,"5,389",,,,,
1000,80,8060,520030,10008190,520030,,1000-80-80-8060-000000-000000-000-520030-,Uniforms-Prot Clothing,E,"16,250",,,,,
1000,80,8060,520030,10008200,520030,,1000-80-80-8060-800810-000000-000-520030-,Uniforms-Prot Clothing,E,"2,291",,,,,
1000,80,8060,520050,10008190,520050,,1000-80-80-8060-000000-000000-000-520050-,Auto & Othr Allowances,E,"1,500",,,,,
1000,80,8060,520060,10008190,520060,,1000-80-80-8060-000000-000000-000-520060-,Meals and Subsistence,E,"2,500",,,,,
1000,80,8060,520060,10008200,520060,,1000-80-80-8060-800810-000000-000-520060-,Meals and Subsistence,E,255,,,,,
1000,80,8060,520100,10008190,520100,,1000-80-80-8060-000000-000000-000-520100-,Maintenance Materials & Suppli,E,"139,000",,,,,
1000,80,8060,520100,10008200,520100,,1000-80-80-8060-800810-000000-000-520100-,Maintenance Materials & Suppli,E,"4,082",,,,,
1000,80,8060,520110,10008190,520110,,1000-80-80-8060-000000-000000-000-520110-,M&R Equipment,E,"274,153",,,,,
1000,80,8060,520110,10008200,520110,,1000-80-80-8060-800810-000000-000-520110-,M&R Equipment,E,"27,303",,,,,
1000,80,8060,520120,10008190,520120,,1000-80-80-8060-000000-000000-000-520120-,M&R-Buildings,E,"2,500",,,,,
1000,80,8060,520120,10008200,520120,,1000-80-80-8060-800810-000000-000-520120-,M&R-Buildings,E,367,,,,,
1000,80,8060,520130,10008190,520130,,1000-80-80-8060-000000-000000-000-520130-,ISP M&R-Bldg Renov and Cons,E,"37,740",,,,,
1000,80,8060,520130,10008200,520130,,1000-80-80-8060-800810-000000-000-520130-,ISP M&R-Bldg Renov and Cons,E,"8,618",,,,,
1000,80,8060,520140,10008190,520140,,1000-80-80-8060-000000-000000-000-520140-,ISP M&R-Land & Water Areas,E,"11,080",,,,,
1000,80,8060,520150,10008190,520150,,1000-80-80-8060-000000-000000-000-520150-,M&R-Communication Eqpt,E,"3,000",,,,,
1000,80,8060,520150,10008200,520150,,1000-80-80-8060-800810-000000-000-520150-,M&R-Communication Eqpt,E,"1,021",,,,,
1000,80,8060,520160,10008190,520160,,1000-80-80-8060-000000-000000-000-520160-,ISP M&R-Communication Eqp,E,"21,858",,,,,
1000,80,8060,520200,10008200,520200,,1000-80-80-8060-800810-000000-000-520200-,Purchase For Resale,E,"1,292",,,,,
1000,80,8060,520210,10008190,520210,,1000-80-80-8060-000000-000000-000-520210-,Advertising,E,"1,000",,,,,
1000,80,8060,520210,10008200,520210,,1000-80-80-8060-800810-000000-000-520210-,Advertising,E,"1,890",,,,,
1000,80,8060,520220,10008190,520220,,1000-80-80-8060-000000-000000-000-520220-,Prof & Technical Services,E,0,,,,,
1000,80,8060,520220,10008200,520220,,1000-80-80-8060-800810-000000-000-520220-,Prof & Technical Services,E,0,,,,,
1000,80,8060,520310,10008190,520310,,1000-80-80-8060-000000-000000-000-520310-,Chemicals & Lab Supply,E,"8,800",,,,,
1000,80,8060,520440,10008190,520440,,1000-80-80-8060-000000-000000-000-520440-,M&R-Land and Water Area,E,"4,000",,,,,
1000,80,8060,520440,10008200,520440,,1000-80-80-8060-800810-000000-000-520440-,M&R-Land and Water Area,E,"2,730",,,,,
1000,80,8060,520540,10008190,520540,,1000-80-80-8060-000000-000000-000-520540-,Fees-Laboratory Testing,E,"1,000",,,,,
1000,80,8060,520740,10008190,520740,,1000-80-80-8060-000000-000000-000-520740-,Landfill Services,E,400,,,,,
1000,80,8060,520760,10008190,520760,,1000-80-80-8060-000000-000000-000-520760-,Security Services,E,0,,,,,
1000,80,8060,521900,10008190,521900,,1000-80-80-8060-000000-000000-000-521900-,Fees - Other,E,"6,411",,,,,
1000,80,8060,521900,10008200,521900,,1000-80-80-8060-800810-000000-000-521900-,Fees - Other,E,0,,,,,
1000,80,8060,521910,10008190,521910,,1000-80-80-8060-000000-000000-000-521910-,Misc Contractual Services,E,"2,166,936",,,,,
1000,80,8060,521910,10008200,521910,,1000-80-80-8060-800810-000000-000-521910-,Misc Contractual Services,E,"252,891",,,,,
1000,80,8060,522000,10008190,522000,,1000-80-80-8060-000000-000000-000-522000-,Motor Fuels & Lubrcnts,E,"89,375",,,,,
1000,80,8060,522000,10008200,522000,,1000-80-80-8060-800810-000000-000-522000-,Motor Fuels & Lubrcnts,E,"8,804",,,,,
1000,80,8060,522100,10008190,522100,,1000-80-80-8060-000000-000000-000-522100-,Tires And Tubes,E,0,,,,,
1000,80,8060,522200,10008190,522200,,1000-80-80-8060-000000-000000-000-522200-,Janitorial & Cleaning Supplies,E,"1,175",,,,,
1000,80,8060,522200,10008200,522200,,1000-80-80-8060-800810-000000-000-522200-,Janitorial & Cleaning Supplies,E,400,,,,,
1000,80,8060,522210,10008190,522210,,1000-80-80-8060-000000-000000-000-522210-,Specialty Departmental Supplie,E,"22,450",,,,,
1000,80,8060,522210,10008200,522210,,1000-80-80-8060-800810-000000-000-522210-,Specialty Departmental Supplie,E,"3,020",,,,,
1000,80,8060,522220,10008190,522220,,1000-80-80-8060-000000-000000-000-522220-,Equipment Maintenance,E,"19,400",,,,,
1000,80,8060,522230,10008190,522230,,1000-80-80-8060-000000-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"25,625",,,,,
1000,80,8060,522230,10008200,522230,,1000-80-80-8060-800810-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"2,330",,,,,
1000,80,8060,522240,10008190,522240,,1000-80-80-8060-000000-000000-000-522240-,Office Supplies,E,"5,650",,,,,
1000,80,8060,522240,10008200,522240,,1000-80-80-8060-800810-000000-000-522240-,Office Supplies,E,"1,066",,,,,
1000,80,8060,522250,10008190,522250,,1000-80-80-8060-000000-000000-000-522250-,Technology Services,E,"4,350",,,,,
1000,80,8060,522250,10008200,522250,,1000-80-80-8060-800810-000000-000-522250-,Technology Services,E,"1,260",,,,,
1000,80,8060,522490,10008190,522490,,1000-80-80-8060-000000-000000-000-522490-,Other Materials/Supplies,E,0,,,,,
1000,80,8060,522500,10008190,522500,,1000-80-80-8060-000000-000000-000-522500-,Telecommunications,E,"29,843",,,,,
